i1,j1,fq,pval,fdr,bon,ibp,jbp,rawc
106,135,0.248678115381198,0.0,0.0,0.0,231330000,231475000,80.36948
107,111,0.99795319549942,0.0,0.0,0.0,231335000,231355000,151.74614
107,113,0.794832033652425,0.0,0.0,0.0,231335000,231365000,122.13771
107,126,0.245342553608339,0.0,0.0,0.0,231335000,231430000,78.57181
107,130,0.307051186130779,0.0,0.0,0.0,231335000,231450000,82.31775
107,131,0.1997180920477,0.0,0.0,0.0,231335000,231455000,73.304405
107,133,0.309430491983026,0.0,0.0,0.0,231335000,231465000,84.481445
107,134,0.198844306573769,0.0,0.0,0.0,231335000,231470000,72.952126
108,112,0.998418253600308,0.0,0.0,0.0,231340000,231360000,168.23354
108,114,0.80141625218474,0.0,0.0,0.0,231340000,231370000,135.79507
108,116,0.560422531800793,0.0,0.0,0.0,231340000,231380000,103.81265
108,118,0.409416140943255,0.0,0.0,0.0,231340000,231390000,94.35447
108,127,0.237085806037204,0.0,0.0,0.0,231340000,231435000,75.11516
108,134,0.198106053413813,0.0,0.0,0.0,231340000,231470000,72.52546
109,113,0.998347728893153,0.0,0.0,0.0,231345000,231365000,164.58614
109,115,0.801559779190513,0.0,0.0,0.0,231345000,231375000,136.63681
109,117,0.56293195699558,0.0,0.0,0.0,231345000,231385000,105.62074
110,114,0.998338875166511,0.0,0.0,0.0,231350000,231370000,164.28647
110,116,0.800607523715537,0.0,0.0,0.0,231350000,231380000,134.5892
110,118,0.566844326272573,0.0,0.0,0.0,231350000,231390000,109.26184
111,117,0.798151360151455,0.0,0.0,0.0,231355000,231385000,127.43348
112,116,0.998396090312473,0.0,0.0,0.0,231360000,231380000,166.69412
112,120,0.564883402397263,0.0,0.0,0.0,231360000,231400000,106.8792
113,117,0.998520945567758,0.0,0.0,0.0,231365000,231385000,172.76729
113,119,0.7934861930461,0.0,0.0,0.0,231365000,231395000,121.337685
114,118,0.99826540849339,0.0,0.0,0.0,231370000,231390000,160.57986
115,119,0.998253435090251,0.0,0.0,0.0,231375000,231395000,160.5195
116,120,0.998110493486496,0.0,0.0,0.0,231380000,231400000,155.1858
117,127,0.411446843731659,0.0,0.0,0.0,231385000,231435000,95.621826
120,124,0.998328839116465,0.0,0.0,0.0,231400000,231420000,163.31819
120,126,0.790595155642834,0.0,0.0,0.0,231400000,231430000,120.85496
120,128,0.560438478194774,0.0,0.0,0.0,231400000,231440000,103.869385
120,130,0.409901962532653,0.0,0.0,0.0,231400000,231450000,94.713326
121,125,0.99999999999983,0.0,0.0,0.0,231405000,231425000,198.54837
121,127,0.800371575662528,0.0,0.0,0.0,231405000,231435000,133.7545
121,128,0.799250503367681,0.0,0.0,0.0,231405000,231440000,129.48416
122,126,0.998687101706442,0.0,0.0,0.0,231410000,231430000,180.09962
122,127,0.997964707959266,0.0,0.0,0.0,231410000,231435000,151.95044
122,128,0.79960828963541,0.0,0.0,0.0,231410000,231440000,131.36252
123,127,0.998443768441492,0.0,0.0,0.0,231415000,231435000,168.96448
123,128,0.998167102212906,0.0,0.0,0.0,231415000,231440000,156.76527
124,128,0.99839987133048,0.0,0.0,0.0,231420000,231440000,167.38261
125,129,0.998331258315928,0.0,0.0,0.0,231425000,231445000,163.64198
129,133,0.998453034835026,0.0,0.0,0.0,231445000,231465000,169.20203
136,172,0.158884076319329,0.0,0.0,0.0,231480000,231660000,65.55003
140,144,0.998196857663657,0.0,0.0,0.0,231500000,231520000,158.58551
141,145,0.998103351151209,0.0,0.0,0.0,231505000,231525000,154.70334
145,155,0.560321576282728,0.0,0.0,0.0,231525000,231575000,103.69324
146,154,0.566427241646132,0.0,0.0,0.0,231530000,231570000,108.865364
146,155,0.569420527634376,0.0,0.0,0.0,231530000,231575000,112.484116
147,151,0.998073890680245,0.0,0.0,0.0,231535000,231555000,153.33868
147,153,0.80556558287818,0.0,0.0,0.0,231535000,231565000,145.65797
147,154,0.800839544960768,0.0,0.0,0.0,231535000,231570000,134.92464
147,155,0.800560892246373,0.0,0.0,0.0,231535000,231575000,134.29185
148,152,0.998503076681963,0.0,0.0,0.0,231540000,231560000,171.96487
148,153,0.998338809535193,0.0,0.0,0.0,231540000,231565000,164.18518
148,154,0.805368873935419,0.0,0.0,0.0,231540000,231570000,144.86208
149,153,0.998671060190033,0.0,0.0,0.0,231545000,231565000,179.65317
149,154,0.9980395889885,0.0,0.0,0.0,231545000,231570000,152.63382
150,154,0.998502790413295,0.0,0.0,0.0,231550000,231570000,171.37979
156,160,0.997527490524233,0.0,0.0,0.0,231580000,231600000,149.46599
156,166,0.4057967817806,0.0,0.0,0.0,231580000,231630000,91.81869
158,162,0.998135917201992,0.0,0.0,0.0,231590000,231610000,155.75
158,164,0.796622359709312,0.0,0.0,0.0,231590000,231620000,125.00131
159,163,0.99827256306595,0.0,0.0,0.0,231595000,231615000,160.62567
160,164,0.998654604778352,0.0,0.0,0.0,231600000,231620000,178.22623
86,93,0.576676785534892,2.54452926208651e-07,2.95528689311073e-05,0.0039185750636132,231230000,231265000,120.409874
110,117,0.574351566216927,2.54452926208651e-07,2.95528689311073e-05,0.0039185750636132,231350000,231385000,119.76772
83,94,0.406591470007324,2.5706940874036e-07,2.95528689311073e-05,0.0039588688946015,231215000,231270000,92.77378
107,118,0.406645111927686,2.5706940874036e-07,2.95528689311073e-05,0.0039588688946015,231335000,231390000,92.822586
144,155,0.405796113377935,2.5706940874036e-07,2.95528689311073e-05,0.0039588688946015,231520000,231575000,91.74264
115,128,0.30953021820625,2.58397932816537e-07,2.95528689311073e-05,0.0039793281653746,231375000,231440000,84.521996
116,129,0.305690661215685,2.58397932816537e-07,2.95528689311073e-05,0.0039793281653746,231380000,231445000,81.744545
121,134,0.306287239263363,2.58397932816537e-07,2.95528689311073e-05,0.0039793281653746,231405000,231470000,82.0068
141,155,0.304048066567687,2.59067357512953e-07,2.95528689311073e-05,0.0039896373056994,231505000,231575000,81.479965
110,127,0.243876777341643,2.61096605744125e-07,2.95653509445554e-05,0.0040208877284595,231350000,231435000,77.73024
108,133,0.192125077294544,2.66666666666667e-07,2.9810298102981e-05,0.0041066666666666,231340000,231465000,69.73602
102,132,0.163688484228508,2.7027027027027e-07,2.9810298102981e-05,0.0041621621621621,231310000,231460000,66.98879
104,134,0.170550720042318,2.7027027027027e-07,2.9810298102981e-05,0.0041621621621621,231320000,231470000,69.38786
104,135,0.16621168292237,2.710027100271e-07,2.9810298102981e-05,0.0041734417344173,231320000,231475000,68.35361
59,66,0.570463151198639,5.08905852417303e-07,5.40493112222515e-05,0.0078371501272264,231095000,231130000,114.39655
114,121,0.569206780129147,5.08905852417303e-07,5.40493112222515e-05,0.0078371501272264,231370000,231405000,112.25874
120,127,0.571678367488456,5.08905852417303e-07,5.40493112222515e-05,0.0078371501272264,231400000,231435000,116.46463
146,153,0.570787010970432,5.08905852417303e-07,5.40493112222515e-05,0.0078371501272264,231530000,231565000,114.54578
148,155,0.569519954540804,5.08905852417303e-07,5.40493112222515e-05,0.0078371501272264,231540000,231575000,113.30219
113,129,0.247050915647528,5.20833333333333e-07,5.49372146118722e-05,0.0080208333333333,231365000,231445000,79.651245
101,129,0.166256773190304,5.37634408602151e-07,5.55675831709605e-05,0.0082795698924731,231305000,231445000,68.38434
105,133,0.16613550688314,5.37634408602151e-07,5.55675831709605e-05,0.0082795698924731,231325000,231465000,68.28143
106,134,0.165837579757853,5.37634408602151e-07,5.55675831709605e-05,0.0082795698924731,231330000,231470000,68.07425
98,133,0.1429307660503,5.47945205479452e-07,5.62557077625571e-05,0.0084383561643835,231290000,231465000,65.036255
54,133,0.0980247089819306,6.23052959501558e-07,6.35431495120794e-05,0.0095950155763239,231070000,231465000,55.077053
75,92,0.238428525136593,7.83289817232376e-07,7.9359626219596e-05,0.0120626631853786,231175000,231260000,75.23746
102,129,0.171496747523177,8.04289544235925e-07,8.09546338642696e-05,0.0123860589812332,231310000,231445000,69.52264
98,135,0.137081330875798,8.26446280991736e-07,8.26446280991735e-05,0.0127272727272727,231290000,231475000,62.402714
85,92,0.567643830323531,1.01781170483461e-06,9.98363073532034e-05,0.0156743002544529,231225000,231260000,110.15545
115,122,0.568615185337619,1.01781170483461e-06,9.98363073532034e-05,0.0156743002544529,231375000,231410000,111.82476
122,129,0.568506076969183,1.01781170483461e-06,9.98363073532034e-05,0.0156743002544529,231410000,231445000,111.659485
110,133,0.194773512609386,1.06100795755968e-06,0.0001034146996608,0.0163395225464191,231350000,231465000,70.23549
103,132,0.168511751655153,1.07816711590297e-06,0.0001044262489616,0.0166037735849057,231315000,231460000,68.935165
53,134,0.0954713328511091,1.25391849529781e-06,0.0001166242578456,0.0193103448275862,231065000,231470000,54.808594
108,113,0.806775778842327,1.26582278481013e-06,0.0001166242578456,0.0194936708860759,231340000,231365000,147.88353
120,125,0.80757343892994,1.26582278481013e-06,0.0001166242578456,0.0194936708860759,231400000,231425000,148.21236
140,145,0.805855250803162,1.26582278481013e-06,0.0001166242578456,0.0194936708860759,231500000,231525000,146.70734
104,111,0.566038668592179,1.27226463104326e-06,0.0001166242578456,0.0195928753180662,231320000,231355000,108.53787
106,113,0.566375727143432,1.27226463104326e-06,0.0001166242578456,0.0195928753180662,231330000,231365000,108.85551
108,115,0.565536747935845,1.27226463104326e-06,0.0001166242578456,0.0195928753180662,231340000,231375000,108.03101
117,124,0.566613397185004,1.27226463104326e-06,0.0001166242578456,0.0195928753180662,231385000,231420000,109.135994
163,170,0.565606420529043,1.27226463104326e-06,0.0001166242578456,0.0195928753180662,231615000,231650000,108.03467
96,130,0.137447800350383,1.36612021857924e-06,0.000124486694474,0.0210382513661202,231280000,231450000,62.5563
107,112,0.804198626881041,1.51898734177215e-06,0.0001367976904286,0.0233924050632911,231335000,231360000,142.63327
114,119,0.803641227558665,1.51898734177215e-06,0.0001367976904286,0.0233924050632911,231370000,231395000,141.98947
57,130,0.0922800026802073,1.52905198776758e-06,0.000136903491928,0.0235474006116208,231085000,231450000,53.72576
107,128,0.203583882607028,1.58311345646438e-06,0.0001409245504598,0.0243799472295514,231335000,231440000,74.94571
108,135,0.165543803766481,1.60857908847185e-06,0.0001419354838709,0.0247721179624665,231340000,231475000,67.87494
103,131,0.162290639687115,1.61290322580645e-06,0.0001419354838709,0.0248387096774194,231315000,231455000,66.064545
99,135,0.134568239045595,1.64835164835165e-06,0.0001442307692307,0.0253846153846154,231295000,231475000,62.07596
89,94,0.802024934653172,1.77215189873418e-06,0.0001474732550822,0.0272911392405063,231245000,231270000,138.1924
96,101,0.801352272529406,1.77215189873418e-06,0.0001474732550822,0.0272911392405063,231280000,231305000,135.61188
110,115,0.802365358128493,1.77215189873418e-06,0.0001474732550822,0.0272911392405063,231350000,231375000,139.28435
115,120,0.802863131731729,1.77215189873418e-06,0.0001474732550822,0.0272911392405063,231375000,231400000,140.29825
121,126,0.802550397279335,1.77215189873418e-06,0.0001474732550822,0.0272911392405063,231405000,231430000,139.39957
147,152,0.802334982894477,1.77215189873418e-06,0.0001474732550822,0.0272911392405063,231535000,231560000,138.98491
87,94,0.565209007420448,1.78117048346056e-06,0.0001474732550822,0.0274300254452926,231235000,231270000,107.63863
105,112,0.564855936094765,1.78117048346056e-06,0.0001474732550822,0.0274300254452926,231325000,231360000,106.69884
109,116,0.563790506131821,1.78117048346056e-06,0.0001474732550822,0.0274300254452926,231345000,231380000,106.15886
113,120,0.563859708128392,1.78117048346056e-06,0.0001474732550822,0.0274300254452926,231365000,231400000,106.35963
79,95,0.241430232535574,1.82291666666667e-06,0.0001501225490196,0.0280729166666667,231195000,231275000,76.77231
107,135,0.161877456104775,1.88172043010753e-06,0.0001541409288492,0.0289784946236559,231335000,231475000,65.986755
85,90,0.800604812063274,2.0253164556962e-06,0.0001632739609838,0.0311898734177215,231225000,231250000,134.4843
117,122,0.80062117357342,2.0253164556962e-06,0.0001632739609838,0.0311898734177215,231385000,231410000,134.62949
158,163,0.800389797929316,2.0253164556962e-06,0.0001632739609838,0.0311898734177215,231590000,231615000,133.83514
107,114,0.562995267099947,2.03562340966921e-06,0.0001632739609838,0.0313486005089059,231335000,231370000,105.67742
98,131,0.138252252117784,2.17983651226158e-06,0.0001739351413928,0.0335694822888283,231290000,231455000,62.950302
71,76,0.80020740525447,2.27848101265823e-06,0.0001790235081374,0.0350886075949367,231155000,231180000,133.46367
84,89,0.800227191545072,2.27848101265823e-06,0.0001790235081374,0.0350886075949367,231220000,231245000,133.6227
113,118,0.800022375660814,2.27848101265823e-06,0.0001790235081374,0.0350886075949367,231365000,231390000,132.09416
114,130,0.239366741562363,2.34375e-06,0.0001832170050761,0.03609375,231370000,231450000,75.55697
32,37,0.799733336809504,2.53164556962025e-06,0.0001893031431697,0.0389873417721519,230960000,230985000,131.65062
70,75,0.799461261246904,2.53164556962025e-06,0.0001893031431697,0.0389873417721519,231150000,231175000,130.27626
98,103,0.799501844460331,2.53164556962025e-06,0.0001893031431697,0.0389873417721519,231290000,231315000,131.29245
109,114,0.798571526707803,2.53164556962025e-06,0.0001893031431697,0.0389873417721519,231345000,231370000,128.04234
119,124,0.798957350253693,2.53164556962025e-06,0.0001893031431697,0.0389873417721519,231395000,231420000,128.90521
129,134,0.798418781327108,2.53164556962025e-06,0.0001893031431697,0.0389873417721519,231445000,231470000,127.74218
141,146,0.79926818112779,2.53164556962025e-06,0.0001893031431697,0.0389873417721519,231505000,231530000,129.66472
160,165,0.799224070389148,2.53164556962025e-06,0.0001893031431697,0.0389873417721519,231600000,231625000,129.11017
112,119,0.560660941068558,2.54452926208651e-06,0.0001893031431697,0.0391857506361323,231360000,231395000,104.113075
157,164,0.561408878493579,2.54452926208651e-06,0.0001893031431697,0.0391857506361323,231585000,231620000,104.53191
67,72,0.797998205330437,2.78481012658228e-06,0.0002042194092827,0.0428860759493671,231135000,231160000,127.33373
104,109,0.797876795646073,2.78481012658228e-06,0.0002042194092827,0.0428860759493671,231320000,231345000,127.307625
150,155,0.798189060188181,2.78481012658228e-06,0.0002042194092827,0.0428860759493671,231550000,231575000,127.43998
105,110,0.797466934761064,3.0379746835443e-06,0.0002204982688152,0.0467848101265823,231325000,231350000,126.33129
119,126,0.55682657845846,3.05343511450382e-06,0.0002204982688152,0.0470229007633588,231395000,231430000,102.34004
136,143,0.55851657331427,3.05343511450382e-06,0.0002204982688152,0.0470229007633588,231480000,231515000,102.40042
94,135,0.1221602149778,3.06406685236769e-06,0.0002204982688152,0.0471866295264624,231270000,231475000,60.553684
83,88,0.796827350384263,3.29113924050633e-06,0.0002346460384435,0.0506835443037975,231215000,231240000,125.34076
88,93,0.796783514146917,3.29113924050633e-06,0.0002346460384435,0.0506835443037975,231240000,231265000,125.25991
2,7,0.796530425254918,3.54430379746835e-06,0.0002492341483151,0.0545822784810127,230810000,230835000,124.994286
60,65,0.796458951273235,3.54430379746835e-06,0.0002492341483151,0.0545822784810127,231100000,231125000,124.83359
97,102,0.796671293614879,3.54430379746835e-06,0.0002492341483151,0.0545822784810127,231285000,231310000,125.191505
162,167,0.796356539113133,3.79746835443038e-06,0.0002658227848101,0.0584810126582278,231610000,231635000,124.64851
82,94,0.311885059871025,3.8659793814433e-06,0.0002693940383449,0.0595360824742268,231210000,231270000,86.570755
83,95,0.311306979111197,4.12371134020619e-06,0.0002860592551314,0.0635051546391753,231215000,231275000,85.980156
58,95,0.124113825703047,4.95867768595041e-06,0.000342437831227,0.0763636363636364,231090000,231275000,61.25086
54,135,0.0834972385749573,5.01567398119122e-06,0.0003448275862068,0.0772413793103448,231070000,231475000,52.067802
65,70,0.795411890237789,5.31645569620253e-06,0.0003602339181286,0.081873417721519,231125000,231150000,123.16533
78,83,0.795589375184266,5.31645569620253e-06,0.0003602339181286,0.081873417721519,231190000,231215000,123.87716
111,116,0.795232164221443,5.31645569620253e-06,0.0003602339181286,0.081873417721519,231355000,231380000,122.86047
104,129,0.164749173011336,5.33333333333333e-06,0.0003602339181286,0.0821333333333333,231320000,231445000,67.52478
13,44,0.140871536307699,5.42005420054201e-06,0.0003644927278967,0.0834688346883469,230865000,231020000,64.1024
107,127,0.200981642485257,5.52631578947368e-06,0.0003700228832951,0.0851052631578947,231335000,231435000,73.88493
156,161,0.794702858715871,5.56962025316456e-06,0.0003713080168776,0.0857721518987342,231580000,231605000,121.93977
57,95,0.118571964719046,5.80110497237569e-06,0.0003848535883087,0.0893370165745856,231085000,231275000,58.731937
112,117,0.793371309303284,5.82278481012658e-06,0.0003848535883087,0.0896708860759494,231360000,231385000,121.29267
118,130,0.307268733204896,5.92783505154639e-06,0.0003901224777513,0.0912886597938144,231390000,231450000,82.404274
157,172,0.248684418582059,6.23376623376623e-06,0.0004078389830508,0.096,231585000,231660000,80.402664
99,131,0.139429108518798,6.25e-06,0.0004078389830508,0.09625,231295000,231455000,63.26238
107,132,0.163796158914125,6.4e-06,0.0004158649789029,0.09856,231335000,231460000,67.03348
116,128,0.306345195557762,6.44329896907217e-06,0.0004169193450576,0.0992268041237113,231380000,231440000,82.026405
161,166,0.792921899984818,6.58227848101266e-06,0.000424130077856,0.101367088607595,231605000,231630000,121.174385
100,132,0.138625966744865,7.06521739130435e-06,0.0004533514492753,0.108804347826087,231300000,231460000,63.108555
106,131,0.162842308290291,7.46666666666667e-06,0.0004771230982019,0.114986666666667,231330000,231455000,66.37539
111,126,0.248005480673873,7.53246753246753e-06,0.000477366255144,0.116,231355000,231430000,80.069374
113,128,0.247409720939484,7.53246753246753e-06,0.000477366255144,0.116,231365000,231440000,79.89346
108,120,0.304409312850707,7.7319587628866e-06,0.0004880006760182,0.119072164948454,231340000,231400000,81.65697
120,129,0.412676124546465,8.43989769820972e-06,0.000530507855316,0.12997442455243,231400000,231445000,97.90438
83,92,0.412030491599856,8.95140664961637e-06,0.0005581038963728,0.137851662404092,231215000,231260000,97.0529
145,154,0.41212838997402,8.95140664961637e-06,0.0005581038963728,0.137851662404092,231525000,231570000,97.43829
114,133,0.20086336334073,9.18635170603675e-06,0.0005704428075522,0.141469816272966,231370000,231465000,73.79392
64,135,0.0823272591763559,9.42249240121581e-06,0.0005827027027027,0.145106382978723,231120000,231475000,51.40793
101,131,0.14208656612469,9.45945945945946e-06,0.0005827027027027,0.145675675675676,231305000,231455000,64.57101
103,112,0.411486492683187,9.97442455242967e-06,0.0006119766458462,0.153606138107417,231315000,231360000,95.74679
57,66,0.410726433300655,1.04859335038363e-05,0.0006408070474566,0.161483375959079,231085000,231130000,95.35243
64,130,0.0845780096410276,1.22754491017964e-05,0.0007472012496745,0.189041916167665,231120000,231450000,52.25284
118,127,0.408769784283486,1.25319693094629e-05,0.0007598123124635,0.192992327365729,231390000,231435000,93.86272
107,116,0.408649354426019,1.30434782608696e-05,0.0007877237851662,0.200869565217391,231335000,231380000,93.82672
157,166,0.408378506513622,1.32992327365729e-05,0.0008000319693094,0.204808184143223,231585000,231630000,93.6689
114,123,0.408080455307824,1.38107416879795e-05,0.0008243621007553,0.212685421994885,231370000,231415000,93.49948
117,126,0.407847099472262,1.38107416879795e-05,0.0008243621007553,0.212685421994885,231385000,231430000,93.37493
119,134,0.240904764518102,1.45454545454545e-05,0.0008634664568168,0.224,231395000,231470000,76.27236
119,128,0.406416786076578,1.45780051150895e-05,0.0008634664568168,0.224501278772379,231395000,231440000,92.68035
121,130,0.40593453219298,1.53452685421995e-05,0.0009054296381221,0.236317135549872,231405000,231450000,92.405334
105,135,0.136325919271807,1.75675675675676e-05,0.0010325974829791,0.27054054054054,231325000,231475000,62.309383
100,135,0.120819572944062,1.80821917808219e-05,0.001054964539007,0.278465753424658,231300000,231475000,59.763634
110,134,0.159839658713843,1.80851063829787e-05,0.001054964539007,0.278510638297872,231350000,231470000,65.62492
113,122,0.403981348259232,1.86700767263427e-05,0.0010849780437195,0.287519181585678,231365000,231410000,91.082855
26,44,0.201996361408107,1.96335078534031e-05,0.0011353917838921,0.302356020942408,230930000,231020000,74.328384
109,128,0.194546518332883,1.96850393700787e-05,0.0011353917838921,0.303149606299213,231345000,231440000,70.16414
78,96,0.201227330505769,2.12041884816754e-05,0.0012184496366335,0.326544502617801,231190000,231280000,73.93426
108,117,0.401782065658432,2.14833759590793e-05,0.0012299033076945,0.330843989769821,231340000,231385000,90.49858
57,134,0.0745072843414098,2.19814241486068e-05,0.0012537553032909,0.338513931888545,231085000,231470000,49.39182
14,135,0.0625831745288718,3.11827956989247e-05,0.0017720112684997,0.480215053763441,230870000,231475000,46.065456
59,132,0.073655662229351,3.18042813455658e-05,0.0018006835761827,0.489785932721713,231095000,231460000,49.004112
58,135,0.0717539270853841,3.4984520123839e-05,0.0019734857505755,0.538761609907121,231090000,231475000,48.40507
106,128,0.165921283342807,3.51851851851852e-05,0.0019775615031089,0.541851851851852,231330000,231440000,68.25718
107,125,0.194471777739212,3.82198952879581e-05,0.0021403141361256,0.588586387434555,231335000,231425000,70.08332
117,128,0.314294843158733,4.31876606683805e-05,0.0024097462836705,0.665089974293059,231385000,231440000,87.70796
96,129,0.117746303704075,4.35967302452316e-05,0.0024208910506556,0.671389645776567,231280000,231445000,58.50546
81,92,0.31411838017212,4.37017994858612e-05,0.0024208910506556,0.673007712082262,231205000,231260000,87.658
107,129,0.163277435292531,4.44444444444444e-05,0.0024532058940661,0.684444444444445,231335000,231445000,66.80712
95,132,0.108391514529632,4.62809917355372e-05,0.0025454545454545,0.712727272727273,231275000,231460000,57.687145
115,126,0.312743776142124,4.93573264781491e-05,0.0027049922696209,0.760102827763496,231375000,231430000,87.05685
142,156,0.244942430509922,5.12953367875648e-05,0.0027935980045728,0.789948186528497,231510000,231580000,78.29293
109,135,0.139747904671824,5.13368983957219e-05,0.0027935980045728,0.790588235294118,231345000,231475000,63.390347
120,131,0.311762844749448,5.32133676092545e-05,0.0028855135957131,0.819485861182519,231400000,231455000,86.50537
109,120,0.31153005637501,5.42416452442159e-05,0.0029309520588102,0.835321336760925,231345000,231400000,86.04549
109,123,0.244090146662176,5.5440414507772e-05,0.00298525308888,0.853782383419689,231345000,231415000,77.84461
145,156,0.311084256041269,5.62982005141388e-05,0.0030208790519781,0.866992287917738,231525000,231580000,85.73538
56,134,0.0693484768279105,5.6832298136646e-05,0.0030389492753623,0.875217391304348,231080000,231470000,47.969086
120,134,0.242939658926636,6.03626943005181e-05,0.0032165587966366,0.929585492227979,231400000,231470000,77.18383
108,122,0.242675513400722,6.19170984455959e-05,0.0032880114346971,0.953523316062176,231340000,231410000,77.069115
106,120,0.242387732461752,6.32124352331606e-05,0.0033452628955006,0.973471502590673,231330000,231400000,76.94082
53,133,0.0679439783710651,6.4375e-05,0.0033951198630137,0.991375,231065000,231465000,47.46514
96,136,0.101075940835292,6.47222222222222e-05,0.0034017823284034,0.996722222222222,231280000,231480000,55.114906
113,127,0.241497415056714,6.94300518134715e-05,0.0036368122378485,1.0,231365000,231435000,76.79359
56,95,0.101532672751607,7.00831024930748e-05,0.0036585755199774,1.0,231080000,231275000,55.163128
56,135,0.0674472925487338,7.0404984423676e-05,0.003662962027448,1.0,231080000,231475000,47.26122
116,130,0.241286264759024,7.2020725388601e-05,0.0037344079831126,1.0,231380000,231450000,76.44171
100,130,0.123799740637955,7.27027027027027e-05,0.0037470230674656,1.0,231300000,231450000,61.213146
118,129,0.308064808061736,7.27506426735219e-05,0.0037470230674656,1.0,231390000,231445000,83.28122
